uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"169cf476-fa6e-4bb4-a85f-02987f177dd9","ABBY_034.mosquitoPoint.mos","D16","ABBY","ABBY_034","distributed","evergreenForest",45.758502,-122.389604,"WGS84",10.1,428.1,0.1,"2023-11-06T16:00Z","2023-11-06T16:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"9121ed36-7c2c-42e7-a8e4-fe0fc140a238","ABBY_040.mosquitoPoint.mos","D16","ABBY","ABBY_040","distributed","shrubScrub",45.768250,-122.367574,"WGS84",10.1,519.8,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"061cee63-a1fd-4355-8bbb-29921fb76f39","ABBY_035.mosquitoPoint.mos","D16","ABBY","ABBY_035","distributed","grasslandHerbaceous",45.753024,-122.305090,"WGS84",10.1,478.2,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"c172f1a4-3ed5-4194-a8b0-e80092cf64f7","ABBY_031.mosquitoPoint.mos","D16","ABBY","ABBY_031","distributed","evergreenForest",45.746174,-122.314267,"WGS84",,555.0,0.3,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"5b6bd4ea-93dd-46df-83fb-6bc7cc4ae857","ABBY_038.mosquitoPoint.mos","D16","ABBY","ABBY_038","distributed","grasslandHerbaceous",45.765077,-122.384566,"WGS84",10.1,496.0,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"5e391213-8497-4db6-ac8c-1f2e55f0adbd","ABBY_032.mosquitoPoint.mos","D16","ABBY","ABBY_032","distributed","evergreenForest",45.765840,-122.376086,"WGS84",10.1,557.7,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"bd6031ce-8e31-4be9-858c-711f63a92603","ABBY_036.mosquitoPoint.mos","D16","ABBY","ABBY_036","distributed","evergreenForest",45.747351,-122.308509,"WGS84",10.5,443.7,0.4,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"c596cede-a44c-4bf9-8047-b87eb2b5c875","ABBY_033.mosquitoPoint.mos","D16","ABBY","ABBY_033","distributed","mixedForest",45.772150,-122.363335,"WGS84",10.3,455.7,0.3,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"36beec9a-0800-4739-aa2a-5f952a327359","ABBY_039.mosquitoPoint.mos","D16","ABBY","ABBY_039","distributed","shrubScrub",45.729719,-122.363716,"WGS84",10.1,574.2,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
"37ef605c-da10-4627-a01d-d4b940f46158","ABBY_037.mosquitoPoint.mos","D16","ABBY","ABBY_037","distributed","evergreenForest",45.763458,-122.336096,"WGS84",10.1,344.9,0.1,"2023-11-07T02:00Z","2023-11-07T02:00Z",0.0,,"ABBY.2023.45","logistical",,,"NEON.DOC.014049vM","Field season",,,,,,,"holmanm@battelleecology.org","Limited resources",
