uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"12880ae1-1c4f-47ea-bc58-dd7bc6e42069","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-05-03T23:00Z","2023-05-03T23:00Z",0.0,,"UNDE.2023.18","temperature low",,,"NEON.DOC.014049vM","Off season",,,,,,,"strangis@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"0c05f7cc-6790-44d2-a3f2-91d84ef5c197","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-05-03T23:00Z","2023-05-03T23:00Z",0.0,,"UNDE.2023.18","temperature low",,,"NEON.DOC.014049vM","Off season",,,,,,,"strangis@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"0234a0fd-b45d-4c08-ab91-0bbf577a781e","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-05-03T23:00Z","2023-05-03T23:00Z",0.0,,"UNDE.2023.18","temperature low",,,"NEON.DOC.014049vM","Off season",,,,,,,"strangis@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"54bd714f-7f54-487d-a1af-40749319094a","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-05-09T23:37Z","2023-05-10T11:36Z",12.0,"night","UNDE.2023.19","OK","UNDE_068.20230510.0636","B00000154299","NEON.DOC.014049vM","Off season","On","OK","dry ice","Present","No known compromise","Y","strangis@battelleecology.org",,
"fdc91aa7-348c-4c44-ad6e-2a1cfb168437","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-05-09T23:45Z","2023-05-10T11:48Z",12.1,"night","UNDE.2023.19","OK","UNDE_074.20230510.0648","B00000154585","NEON.DOC.014049vM","Off season","On","OK","dry ice","Present","No known compromise","Y","strangis@battelleecology.org",,
"85267991-cf58-458a-b54f-ab20a37ddcf1","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-05-09T23:50Z","2023-05-10T11:54Z",12.1,"night","UNDE.2023.19","OK","UNDE_076.20230510.0654","B00000154590","NEON.DOC.014049vM","Off season","On","OK","dry ice","Present","No known compromise","Y","strangis@battelleecology.org",,
"b1619ca4-3753-4087-83c1-2dc46e21dc41","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-05-16T22:26Z","2023-05-17T10:38Z",12.2,"night","UNDE.2023.20","OK",,,"NEON.DOC.014049vM","Field season","On","OK","dry ice","Present",,"N","livengood@battelleecology.org",,
"6cc80ead-31b5-48e3-8668-9b6e7246c1ee","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","distributed","woodyWetlands",46.246368,-89.547703,"WGS84",10.3,510.1,0.3,"2023-05-16T22:41Z","2023-05-17T10:53Z",12.2,"night","UNDE.2023.20","OK","UNDE_071.20230517.0553","B00000154592","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"642c5d19-ee42-494c-a4da-75cfd735f676","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","distributed","mixedForest",46.249945,-89.540863,"WGS84",10.3,514.3,0.3,"2023-05-16T22:59Z","2023-05-17T11:00Z",12.0,"night","UNDE.2023.20","OK","UNDE_066.20230517.0600","B00000154586","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"83ac1712-1dd1-4e3f-bfe8-b068158ad5b9","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","distributed","woodyWetlands",46.259156,-89.527305,"WGS84",10.3,507.6,0.4,"2023-05-16T23:08Z","2023-05-17T11:06Z",12.0,"night","UNDE.2023.20","OK","UNDE_075.20230517.0606","B00000154584","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"a9de116d-581e-42ae-a090-82bcc6384e9d","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","distributed","deciduousForest",46.245034,-89.519234,"WGS84",10.1,516.8,0.2,"2023-05-16T23:25Z","2023-05-17T11:13Z",11.8,"night","UNDE.2023.20","OK","UNDE_073.20230517.0613","B00000154588","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"d5337409-da03-4887-b21a-9f60d85bdabf","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","distributed","woodyWetlands",46.243091,-89.509409,"WGS84",10.1,514.0,0.2,"2023-05-16T23:36Z","2023-05-17T11:20Z",11.7,"night","UNDE.2023.20","OK","UNDE_070.20230517.0620","B00000154589","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"91d7023c-396a-422e-823c-ec1dc10353b5","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","distributed","woodyWetlands",46.228742,-89.498140,"WGS84",10.1,512.5,0.1,"2023-05-16T23:49Z","2023-05-17T11:31Z",11.7,"night","UNDE.2023.20","OK","UNDE_067.20230517.0631","B00000154708","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"3c97aff6-7625-40af-b73e-d94284a5e7ae","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-05-17T00:03Z","2023-05-17T11:42Z",11.7,"night","UNDE.2023.20","OK","UNDE_068.20230517.0642","B00000154591","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"6919dcf3-44e9-42dc-ad7b-2de5420d8653","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-05-17T00:09Z","2023-05-17T11:49Z",11.7,"night","UNDE.2023.20","OK",,,"NEON.DOC.014049vM","Field season","On","OK","dry ice","Present",,"N","livengood@battelleecology.org",,
