uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,sortDate,sampleID,sampleCode,subsampleID,subsampleCode,proportionIdentified,sampleCondition,remarks,sortedBy,laboratoryName
"f2e39043-b9d6-4f3f-9125-70b46c12e880","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-08-09T23:13Z","2023-08-10T12:23Z","2023-08-22","UNDE_072.20230810.0723","B00000178082","UNDE_072.20230810.0723.S.01",,0.251,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"72a4c559-e4ab-463b-b8c0-8c68646766b5","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-08-09T23:26Z","2023-08-10T12:44Z","2023-08-22","UNDE_071.20230810.0744","B00000155119","UNDE_071.20230810.0744.S.01",,0.075,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"cb5f6180-5a18-4500-8428-68016e8c1d83","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-08-09T23:35Z","2023-08-10T12:55Z","2023-08-23","UNDE_066.20230810.0755","B00000178337","UNDE_066.20230810.0755.S.01",,1.000,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"cc7216b8-3086-4bcf-a4c2-a15bde327741","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-08-09T23:41Z","2023-08-10T13:07Z","2023-08-23","UNDE_075.20230810.0807","B00000178094","UNDE_075.20230810.0807.S.01",,0.242,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"873a25ae-f620-40bc-a16a-42a1e10d068d","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-08-09T23:47Z","2023-08-10T13:22Z","2023-08-22","UNDE_073.20230810.0822","B00000178081","UNDE_073.20230810.0822.S.01",,0.210,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5ee14663-e8ac-4907-81cb-33514fbe6e45","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-08-09T23:55Z","2023-08-10T13:36Z","2023-08-22","UNDE_070.20230810.0836","B00000178269","UNDE_070.20230810.0836.S.01",,0.164,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"8f13f7ab-3b16-498a-9a60-ca14db708233","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-08-10T00:11Z","2023-08-10T13:51Z","2023-08-22","UNDE_067.20230810.0851","B00000178105","UNDE_067.20230810.0851.S.01",,0.304,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7ee8eed0-c3f9-4274-9c30-6d6580d05220","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-08-10T00:24Z","2023-08-10T14:05Z","2023-08-23","UNDE_068.20230810.0905","B00000178086","UNDE_068.20230810.0905.S.01",,0.326,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"5c74ce3c-0aac-4797-9492-62be2b5dda31","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-08-10T00:30Z","2023-08-10T14:16Z","2023-08-23","UNDE_074.20230810.0916","B00000178084","UNDE_074.20230810.0916.S.01",,0.333,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"cc5f72d7-8009-40f2-a610-e8de20500249","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-08-10T00:34Z","2023-08-10T14:24Z","2023-08-23","UNDE_076.20230810.0924","B00000178294","UNDE_076.20230810.0924.S.01",,0.297,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
