uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"2c7cf010-04c5-4377-a6c1-cfa6143a0bcc","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-07-12T22:15Z","2023-07-13T11:45Z",13.5,"night","UNDE.2023.28","OK","UNDE_072.20230713.0645","B00000154977","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"0a376989-1abf-4bbf-84bc-8769c9b49805","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","distributed","woodyWetlands",46.246368,-89.547703,"WGS84",10.3,510.1,0.3,"2023-07-12T22:31Z","2023-07-13T12:03Z",13.5,"night","UNDE.2023.28","OK","UNDE_071.20230713.0703","B00000155024","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"8bcbc240-744b-44a6-a5bd-c18a97c5b816","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","distributed","mixedForest",46.249945,-89.540863,"WGS84",10.3,514.3,0.3,"2023-07-12T22:37Z","2023-07-13T12:14Z",13.6,"night","UNDE.2023.28","OK","UNDE_066.20230713.0714","B00000154974","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"cfcff6da-de5f-405c-8fdd-1045ec22432e","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","distributed","woodyWetlands",46.259156,-89.527305,"WGS84",10.3,507.6,0.4,"2023-07-12T22:48Z","2023-07-13T12:24Z",13.6,"night","UNDE.2023.28","OK","UNDE_075.20230713.0724","B00000154975","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"f331c302-6e03-45af-a329-e0df1ef8ad4c","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","distributed","deciduousForest",46.245034,-89.519234,"WGS84",10.1,516.8,0.2,"2023-07-12T22:59Z","2023-07-13T12:34Z",13.6,"night","UNDE.2023.28","OK","UNDE_073.20230713.0734","B00000154981","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"2b91aba3-be5a-4cfe-80f0-7d892d1e610e","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","distributed","woodyWetlands",46.243091,-89.509409,"WGS84",10.1,514.0,0.2,"2023-07-12T23:07Z","2023-07-13T12:50Z",13.7,"night","UNDE.2023.28","OK","UNDE_070.20230713.0750","B00000154973","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"f5ab0507-0465-4ad9-83f7-8c896c8cdabc","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","distributed","woodyWetlands",46.228742,-89.498140,"WGS84",10.1,512.5,0.1,"2023-07-12T23:27Z","2023-07-13T13:08Z",13.7,"night","UNDE.2023.28","OK","UNDE_067.20230713.0808","B00000154971","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"5c138c3d-650f-4119-b04e-a5533b7ad9b2","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-07-12T23:40Z","2023-07-13T13:24Z",13.7,"night","UNDE.2023.28","OK","UNDE_068.20230713.0824","B00000154980","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"5a979258-39a3-4037-8439-0610e131a1b1","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-07-12T23:47Z","2023-07-13T13:32Z",13.8,"night","UNDE.2023.28","OK","UNDE_074.20230713.0832","B00000154979","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
"5ca8e78e-8392-4197-9c1a-088d5d50cb52","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-07-12T23:52Z","2023-07-13T13:40Z",13.8,"night","UNDE.2023.28","OK","UNDE_076.20230713.0840","B00000178095","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","livengood@battelleecology.org",,
