uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,sortDate,sampleID,sampleCode,subsampleID,subsampleCode,proportionIdentified,sampleCondition,remarks,sortedBy,laboratoryName
"6c76158c-91b0-43d4-937c-db51c22d57ab","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-07-12T22:15Z","2023-07-13T11:45Z","2023-08-20","UNDE_072.20230713.0645","B00000154977","UNDE_072.20230713.0645.S.01",,0.067,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b57a9be8-c439-4f58-854f-9c824846b446","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-07-12T22:31Z","2023-07-13T12:03Z","2023-08-20","UNDE_071.20230713.0703","B00000155024","UNDE_071.20230713.0703.S.01",,0.016,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7f025818-c49c-46d6-93f2-665de94f26e5","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-07-12T22:37Z","2023-07-13T12:14Z","2023-08-20","UNDE_066.20230713.0714","B00000154974","UNDE_066.20230713.0714.S.01",,0.048,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"1181282f-71eb-46f1-adae-ee918f672b54","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-07-12T22:48Z","2023-07-13T12:24Z","2023-08-20","UNDE_075.20230713.0724","B00000154975","UNDE_075.20230713.0724.S.01",,0.103,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"7061c2dc-f896-4779-8884-fadcb158f33f","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-07-12T22:59Z","2023-07-13T12:34Z","2023-08-20","UNDE_073.20230713.0734","B00000154981","UNDE_073.20230713.0734.S.01",,0.069,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"33812cb3-9c0c-4e11-ba53-eca1b334956d","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-07-12T23:07Z","2023-07-13T12:50Z","2023-08-20","UNDE_070.20230713.0750","B00000154973","UNDE_070.20230713.0750.S.01",,0.038,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"335b4579-b65e-435d-a51d-e6558efaa24f","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-07-12T23:27Z","2023-07-13T13:08Z","2023-08-20","UNDE_067.20230713.0808","B00000154971","UNDE_067.20230713.0808.S.01",,0.077,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"fa255ed8-9f1e-4210-a91f-19f19b9fa321","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-07-12T23:40Z","2023-07-13T13:24Z","2023-08-20","UNDE_068.20230713.0824","B00000154980","UNDE_068.20230713.0824.S.01",,0.057,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"d256bda7-24fe-4803-8de8-3931e0ad844e","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-07-12T23:47Z","2023-07-13T13:32Z","2023-08-20","UNDE_074.20230713.0832","B00000154979","UNDE_074.20230713.0832.S.01",,0.120,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"6cf95cc1-42d1-4293-9d1a-7e06f793502b","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-07-12T23:52Z","2023-07-13T13:40Z","2023-08-20","UNDE_076.20230713.0840","B00000178095","UNDE_076.20230713.0840.S.01",,0.132,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
