uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"a351763f-0742-4f4c-96ae-735460fce593","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-05-31T22:20Z","2023-06-01T10:46Z",12.4,"night","UNDE.2023.22","OK","UNDE_072.20230601.0546","B00000154901","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"5d0e5bcb-f597-44bb-bc1e-fb1a444aa3ff","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","distributed","woodyWetlands",46.246368,-89.547703,"WGS84",10.3,510.1,0.3,"2023-05-31T22:31Z","2023-06-01T11:00Z",12.5,"night","UNDE.2023.22","OK","UNDE_071.20230601.0600","B00000154904","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"2dd66378-52f1-4eb9-8bb9-68c9022a4095","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","distributed","mixedForest",46.249945,-89.540863,"WGS84",10.3,514.3,0.3,"2023-05-31T22:36Z","2023-06-01T11:11Z",12.6,"night","UNDE.2023.22","OK","UNDE_066.20230601.0611","B00000154340","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"5d05df98-58ca-48d6-84d6-c98a4769db79","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","distributed","woodyWetlands",46.259156,-89.527305,"WGS84",10.3,507.6,0.4,"2023-05-31T22:45Z","2023-06-01T11:18Z",12.6,"night","UNDE.2023.22","OK","UNDE_075.20230601.0618","B00000154341","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"0e6ad17c-a7fe-4c0e-b9f7-61c32dd6efa3","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","distributed","deciduousForest",46.245034,-89.519234,"WGS84",10.1,516.8,0.2,"2023-05-31T22:58Z","2023-06-01T11:31Z",12.6,"night","UNDE.2023.22","OK","UNDE_073.20230601.0631","B00000154902","NEON.DOC.014049vM","Field season","Off","OK","dry ice","Present","Sample incomplete","Y","douglasr1@battelleecology.org","Some mosquitoes fell in to the dry ice",
"3372f920-eecb-4b07-a44e-dd0bc2799a0a","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","distributed","woodyWetlands",46.243091,-89.509409,"WGS84",10.1,514.0,0.2,"2023-05-31T23:05Z","2023-06-01T11:43Z",12.6,"night","UNDE.2023.22","OK","UNDE_070.20230601.0643","B00000154903","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"894167f1-4d50-40aa-8ebe-31ccb10ec1c9","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","distributed","woodyWetlands",46.228742,-89.498140,"WGS84",10.1,512.5,0.1,"2023-05-31T23:17Z","2023-06-01T11:54Z",12.6,"night","UNDE.2023.22","OK","UNDE_067.20230601.0654","B00000154893","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"810a305d-3510-4c9e-b875-2a29db7254b0","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-05-31T23:32Z","2023-06-01T12:12Z",12.7,"night","UNDE.2023.22","OK","UNDE_068.20230601.0712","B00000154905","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"c7c95ccc-db3a-435f-beaa-94bd083daea0","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-05-31T23:37Z","2023-06-01T12:19Z",12.7,"night","UNDE.2023.22","OK","UNDE_074.20230601.0719","B00000154343","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"f66507f9-db26-4078-a3b4-6340576627da","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-05-31T23:41Z","2023-06-01T12:25Z",12.7,"night","UNDE.2023.22","OK","UNDE_076.20230601.0725","B00000154344","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
