uid,namedLocation,domainID,siteID,plotID,setDate,collectDate,sortDate,sampleID,sampleCode,subsampleID,subsampleCode,proportionIdentified,sampleCondition,remarks,sortedBy,laboratoryName
"a4b4b6fc-7d8e-4830-a4ef-4aaf2e0ddf6c","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","2023-05-31T22:20Z","2023-06-01T10:46Z","2023-07-03","UNDE_072.20230601.0546","B00000154901","UNDE_072.20230601.0546.S.01",,0.014,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"633d3a1c-7c91-4730-9baf-d06c9a089f3b","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","2023-05-31T22:31Z","2023-06-01T11:00Z","2023-07-03","UNDE_071.20230601.0600","B00000154904","UNDE_071.20230601.0600.S.01",,0.016,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"8ded99a8-a463-4d37-a84b-f3219e1ae146","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","2023-05-31T22:36Z","2023-06-01T11:11Z","2023-07-03","UNDE_066.20230601.0611","B00000154340","UNDE_066.20230601.0611.S.01",,0.023,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"33befa4c-b8bf-4ff0-aac1-a6aaf11c54ca","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","2023-05-31T22:45Z","2023-06-01T11:18Z","2023-07-03","UNDE_075.20230601.0618","B00000154341","UNDE_075.20230601.0618.S.01",,0.024,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"b7bcbc48-23f8-4675-b093-8871b7df6f29","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","2023-05-31T22:58Z","2023-06-01T11:31Z","2023-07-03","UNDE_073.20230601.0631","B00000154902","UNDE_073.20230601.0631.S.01",,0.012,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"997bb064-787b-4344-b34d-6627c996cf52","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","2023-05-31T23:05Z","2023-06-01T11:43Z","2023-07-03","UNDE_070.20230601.0643","B00000154903","UNDE_070.20230601.0643.S.01",,0.008,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"d8afa0f0-a8a9-4ef5-8818-227a00bbcf11","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","2023-05-31T23:17Z","2023-06-01T11:54Z","2023-07-02","UNDE_067.20230601.0654","B00000154893","UNDE_067.20230601.0654.S.01",,0.018,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"2a07837d-4fe6-43bf-9209-1b947d39869c","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","2023-05-31T23:32Z","2023-06-01T12:12Z","2023-07-03","UNDE_068.20230601.0712","B00000154905","UNDE_068.20230601.0712.S.01",,0.018,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"cc8a2a84-4d32-4261-8ff8-bff84668c11d","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","2023-05-31T23:37Z","2023-06-01T12:19Z","2023-07-02","UNDE_074.20230601.0719","B00000154343","UNDE_074.20230601.0719.S.01",,0.021,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
"8ca9d004-1d67-4ffe-8a27-ea21265c2907","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","2023-05-31T23:41Z","2023-06-01T12:25Z","2023-07-03","UNDE_076.20230601.0725","B00000154344","UNDE_076.20230601.0725.S.01",,0.050,"No known compromise",,"IunkzmQODLYCbnTctBWyMXDGnUqtCivTnIfj5z37TBM=","Kansas Biological Survey"
