uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"e3b0277c-7a9c-4f2e-915f-74ea4cfe4d00","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-10-03T21:36Z","2023-10-04T12:29Z",14.9,"night","UNDE.2023.40","OK","UNDE_072.20231004.0729","B00000155138","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"3e8de056-2232-44ea-a467-1cf3c30c9e48","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","distributed","woodyWetlands",46.246368,-89.547703,"WGS84",10.3,510.1,0.3,"2023-10-03T21:48Z","2023-10-04T12:45Z",15.0,"night","UNDE.2023.40","OK","UNDE_071.20231004.0745","B00000155181","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"fb4d7d43-f401-4c54-855c-9085503ad1fe","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","distributed","mixedForest",46.249945,-89.540863,"WGS84",10.3,514.3,0.3,"2023-10-03T21:51Z","2023-10-04T12:52Z",15.0,"night","UNDE.2023.40","OK","UNDE_066.20231004.0752","B00000155175","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"3a81fd02-cc82-4952-85cc-2047c047497a","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","distributed","woodyWetlands",46.259156,-89.527305,"WGS84",10.3,507.6,0.4,"2023-10-03T21:58Z","2023-10-04T13:00Z",15.0,"night","UNDE.2023.40","OK","UNDE_075.20231004.0800","B00000155182","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"3ba8d154-db95-45e8-9052-3707434951bf","UNDE_073.mosquitoPoint.mos","D05","UNDE","UNDE_073","distributed","deciduousForest",46.245034,-89.519234,"WGS84",10.1,516.8,0.2,"2023-10-03T22:04Z","2023-10-04T13:08Z",15.1,"night","UNDE.2023.40","OK","UNDE_073.20231004.0808","B00000155185","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"e4ec5d30-9159-4de8-b61f-9acca79377ac","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","distributed","woodyWetlands",46.243091,-89.509409,"WGS84",10.1,514.0,0.2,"2023-10-03T22:12Z","2023-10-04T13:16Z",15.1,"night","UNDE.2023.40","OK","UNDE_070.20231004.0816","B00000155141","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"f773e6c9-35f8-45a9-ada4-f02615a47332","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","distributed","woodyWetlands",46.228742,-89.498140,"WGS84",10.1,512.5,0.1,"2023-10-03T22:22Z","2023-10-04T13:37Z",15.3,"night","UNDE.2023.40","OK","UNDE_067.20231004.0837","B00000155172","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"b1a8bab5-be08-441c-b446-7e17953e080a","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-10-03T22:38Z","2023-10-04T13:51Z",15.2,"night","UNDE.2023.40","OK","UNDE_068.20231004.0851","B00000155184","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"aef3611e-8d85-4db1-be41-c9bc69f3bea6","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-10-03T22:46Z","2023-10-04T13:59Z",15.2,"night","UNDE.2023.40","OK",,,"NEON.DOC.014049vM","Field season","On","OK","dry ice","Present",,"N","douglasr1@battelleecology.org",,
"cb24280b-55d0-4cc9-95c7-b3aaae5af2b5","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-10-03T22:55Z","2023-10-04T14:05Z",15.2,"night","UNDE.2023.40","OK","UNDE_076.20231004.0905","B00000155174","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","douglasr1@battelleecology.org",,
"f5335ae0-0177-40a1-87ec-4ef9b8d74a02","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-10-04T12:29Z","2023-10-04T21:37Z",9.1,"day","UNDE.2023.40","OK","UNDE_072.20231004.1637","B00000155210","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","aspink@battelleecology.org",,
