uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"948d977c-1e89-4b51-bc2d-b9031cf179ca","ABBY_033.mosquitoPoint.mos","D16","ABBY","ABBY_033","distributed","mixedForest",45.772150,-122.363335,"WGS84",10.3,455.7,0.3,"2023-07-19T23:56Z","2023-07-20T14:18Z",14.4,"night","ABBY.2023.29","OK","ABBY_033.20230720.0718","B00000121586","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"a140e0b9-a079-491b-841a-a2a24cc37776","ABBY_040.mosquitoPoint.mos","D16","ABBY","ABBY_040","distributed","shrubScrub",45.768250,-122.367574,"WGS84",10.1,519.8,0.1,"2023-07-20T00:03Z","2023-07-20T14:08Z",14.1,"night","ABBY.2023.29","OK","ABBY_040.20230720.0708","B00000121571","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","U","olsone1@battelleecology.org",,
"0e74cf3a-b17d-4d45-beeb-f9b25f3f1767","ABBY_032.mosquitoPoint.mos","D16","ABBY","ABBY_032","distributed","evergreenForest",45.765840,-122.376086,"WGS84",10.1,557.7,0.1,"2023-07-20T00:23Z","2023-07-20T13:55Z",13.5,"night","ABBY.2023.29","OK","ABBY_032.20230720.0655","B00000121575","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"92c2f2a5-3e4f-47c9-a804-3096128d3ba6","ABBY_038.mosquitoPoint.mos","D16","ABBY","ABBY_038","distributed","grasslandHerbaceous",45.765077,-122.384566,"WGS84",10.1,496.0,0.1,"2023-07-20T00:35Z","2023-07-20T13:16Z",12.7,"night","ABBY.2023.29","OK","ABBY_038.20230720.0616","B00000121584","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"aad0ab57-0012-4a2a-88f5-1ab7e926c785","ABBY_034.mosquitoPoint.mos","D16","ABBY","ABBY_034","distributed","evergreenForest",45.758502,-122.389604,"WGS84",10.1,428.1,0.1,"2023-07-20T00:47Z","2023-07-20T13:39Z",12.9,"night","ABBY.2023.29","OK","ABBY_034.20230720.0639","B00000041988","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"d4ca2f48-8b3f-4a6a-8f46-8fa247d3a6b9","ABBY_039.mosquitoPoint.mos","D16","ABBY","ABBY_039","distributed","shrubScrub",45.729719,-122.363716,"WGS84",10.1,574.2,0.1,"2023-07-20T01:05Z","2023-07-20T14:40Z",13.6,"night","ABBY.2023.29","OK",,,"NEON.DOC.014049vM","Field season","On","Missing","dry ice","Present",,"N","olsone1@battelleecology.org",,
"32efeb12-2222-4874-a1d2-9eaca7ad3e6b","ABBY_035.mosquitoPoint.mos","D16","ABBY","ABBY_035","distributed","grasslandHerbaceous",45.753024,-122.305090,"WGS84",10.1,478.2,0.1,"2023-07-20T01:45Z","2023-07-20T16:11Z",14.4,"night","ABBY.2023.29","OK","ABBY_035.20230720.0911","B00000121582","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org","Time estimated",
"bdd8def0-4f41-4d95-b767-6810412c948c","ABBY_036.mosquitoPoint.mos","D16","ABBY","ABBY_036","distributed","evergreenForest",45.747351,-122.308509,"WGS84",10.5,443.7,0.4,"2023-07-20T01:59Z","2023-07-20T15:51Z",13.9,"night","ABBY.2023.29","OK","ABBY_036.20230720.0851","B00000121574","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"5c7fae6c-4e38-4960-b2b9-401c3ca83899","ABBY_037.mosquitoPoint.mos","D16","ABBY","ABBY_037","distributed","evergreenForest",45.763458,-122.336096,"WGS84",10.1,344.9,0.1,"2023-07-20T02:14Z","2023-07-20T15:35Z",13.4,"night","ABBY.2023.29","OK","ABBY_037.20230720.0835","B00000121583","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
"8b580876-9b53-488a-8963-588da2fb5e5c","ABBY_031.mosquitoPoint.mos","D16","ABBY","ABBY_031","distributed","evergreenForest",45.746174,-122.314267,"WGS84",,555.0,0.3,"2023-07-20T02:27Z","2023-07-20T15:16Z",12.8,"night","ABBY.2023.29","OK","ABBY_031.20230720.0816","B00000121572","NEON.DOC.014049vM","Field season","On","OK","dry ice","Present","No known compromise","Y","olsone1@battelleecology.org",,
