uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,trapHours,nightOrDay,eventID,samplingImpractical,sampleID,sampleCode,samplingProtocolVersion,sampleTiming,fanStatus,catchCupStatus,trapType,CO2Status,sampleCondition,targetTaxaPresent,recordedBy,remarks,dataQF
"34ff3b96-2810-4ae9-bc02-44f09ea1ef25","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-11-01T13:00Z","2023-11-01T13:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"c2312f4b-ab7c-4f1c-9dd2-64b463242dce","UNDE_071.mosquitoPoint.mos","D05","UNDE","UNDE_071","distributed","woodyWetlands",46.246368,-89.547703,"WGS84",10.3,510.1,0.3,"2023-11-01T13:00Z","2023-11-01T13:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"82c688df-b777-44ec-aff2-b08884bb7164","UNDE_066.mosquitoPoint.mos","D05","UNDE","UNDE_066","distributed","mixedForest",46.249945,-89.540863,"WGS84",10.3,514.3,0.3,"2023-11-01T13:00Z","2023-11-01T13:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"93c9f6db-dd70-4a5d-9282-287f7794fb43","UNDE_075.mosquitoPoint.mos","D05","UNDE","UNDE_075","distributed","woodyWetlands",46.259156,-89.527305,"WGS84",10.3,507.6,0.4,"2023-11-01T13:00Z","2023-11-01T13:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"0c9b8da1-5ddd-484a-bc24-0c32cfaa43a8","UNDE_067.mosquitoPoint.mos","D05","UNDE","UNDE_067","distributed","woodyWetlands",46.228742,-89.498140,"WGS84",10.1,512.5,0.1,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"82e5c42a-4eaa-4b36-aa80-098c82363312","UNDE_072.mosquitoPoint.mos","D05","UNDE","UNDE_072","distributed","woodyWetlands",46.235464,-89.564303,"WGS84",10.3,512.9,0.3,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"6f6dac80-9f78-4957-bb5a-6127e958257a","UNDE_070.mosquitoPoint.mos","D05","UNDE","UNDE_070","distributed","woodyWetlands",46.243091,-89.509409,"WGS84",10.1,514.0,0.2,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"fc8e1581-1bf0-4f38-ac34-e60e623f29fb","UNDE_068.mosquitoPoint.mos","D05","UNDE","UNDE_068","distributed","woodyWetlands",46.209603,-89.492758,"WGS84",10.3,509.2,0.4,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"d037dd48-6f2a-4e4b-b42e-2f7bdf3a3dd3","UNDE_074.mosquitoPoint.mos","D05","UNDE","UNDE_074","distributed","deciduousForest",46.216675,-89.507410,"WGS84",10.4,515.3,0.7,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
"8fb01b1f-c415-49a4-83a4-af0fee445951","UNDE_076.mosquitoPoint.mos","D05","UNDE","UNDE_076","distributed","deciduousForest",46.219949,-89.517762,"WGS84",10.2,524.8,0.2,"2023-11-01T23:00Z","2023-11-01T23:00Z",0.0,,"UNDE.2023.44","temperature low",,,"NEON.DOC.014049vM","Field season",,,,,,,"douglasr1@battelleecology.org","sampling was not conducted due to avg. 5 day high temperature being below 10 degrees C",
